1120210715229307,CRUDEOIL 21 Jul 15 5300 PE,31,1,0.1,,0900-2355|1815-1915:17,2021-07-13,1626393540,MCX:CRUDEOIL21JUL5300PE,11,20,229307,CRUDEOIL
1120210715229308,CRUDEOIL 21 Jul 15 5350 CE,31,1,0.1,,0900-2355|1815-1915:17,2021-07-13,1626393540,MCX:CRUDEOIL21JUL5350CE,11,20,229308,CRUDEOIL
1120210715229309,CRUDEOIL 21 Jul 15 5350 PE,31,1,0.1,,0900-2355|1815-1915:17,2021-07-13,1626393540,MCX:CRUDEOIL21JUL5350PE,11,20,229309,CRUDEOIL
1120210715229310,CRUDEOIL 21 Jul 15 5400 CE,31,1,0.1,,0900-2355|1815-1915:17,2021-07-13,1626393540,MCX:CRUDEOIL21JUL5400CE,11,20,229310,CRUDEOIL
1120210715229311,CRUDEOIL 21 Jul 15 5400 PE,31,1,0.1,,0900-2355|1815-1915:17,2021-07-13,1626393540,MCX:CRUDEOIL21JUL5400PE,11,20,229311,CRUDEOIL
1120210715229312,CRUDEOIL 21 Jul 15 5450 CE,31,1,0.1,,0900-2355|1815-1915:17,2021-07-13,1626393540,MCX:CRUDEOIL21JUL5450CE,11,20,229312,CRUDEOIL
1120210715229313,CRUDEOIL 21 Jul 15 5450 PE,31,1,0.1,,0900-2355|1815-1915:17,2021-07-13,1626393540,MCX:CRUDEOIL21JUL5450PE,11,20,229313,CRUDEOIL
1120210715229314,CRUDEOIL 21 Jul 15 5500 CE,31,1,0.1,,0900-2355|1815-1915:17,2021-07-13,1626393540,MCX:CRUDEOIL21JUL5500CE,11,20,229314,CRUDEOIL
1120210715229315,CRUDEOIL 21 Jul 15 5500 PE,31,1,0.1,,0900-2355|1815-1915:17,2021-07-13,1626393540,MCX:CRUDEOIL21JUL5500PE,11,20,229315,CRUDEOIL
1120210715229316,CRUDEOIL 21 Jul 15 5550 CE,31,1,0.1,,0900-2355|1815-1915:17,2021-07-13,1626393540,MCX:CRUDEOIL21JUL5550CE,11,20,229316,CRUDEOIL
1120210715229317,CRUDEOIL 21 Jul 15 5550 PE,31,1,0.1,,0900-2355|1815-1915:17,2021-07-13,1626393540,MCX:CRUDEOIL21JUL5550PE,11,20,229317,CRUDEOIL
1120210715229332,CRUDEOIL 21 Jul 15 4000 CE,31,1,0.1,,0900-2355|1815-1915:17,2021-07-13,1626393540,MCX:CRUDEOIL21JUL4000CE,11,20,229332,CRUDEOIL
1120210715229333,CRUDEOIL 21 Jul 15 4000 PE,31,1,0.1,,0900-2355|1815-1915:17,2021-07-13,1626393540,MCX:CRUDEOIL21JUL4000PE,11,20,229333,CRUDEOIL
1120210715229348,CRUDEOIL 21 Jul 15 3900 CE,31,1,0.1,,0900-2355|1815-1915:17,2021-07-13,1626393540,MCX:CRUDEOIL21JUL3900CE,11,20,229348,CRUDEOIL
1120210715229349,CRUDEOIL 21 Jul 15 3900 PE,31,1,0.1,,0900-2355|1815-1915:17,2021-07-13,1626393540,MCX:CRUDEOIL21JUL3900PE,11,20,229349,CRUDEOIL
1120210715229350,CRUDEOIL 21 Jul 15 3950 CE,31,1,0.1,,0900-2355|1815-1915:17,2021-07-13,1626393540,MCX:CRUDEOIL21JUL3950CE,11,20,229350,CRUDEOIL
1120210715229351,CRUDEOIL 21 Jul 15 3950 PE,31,1,0.1,,0900-2355|1815-1915:17,2021-07-13,1626393540,MCX:CRUDEOIL21JUL3950PE,11,20,229351,CRUDEOIL
1120210715229409,CRUDEOIL 21 Jul 15 5600 CE,31,1,0.1,,0900-2355|1815-1915:17,2021-07-13,1626393540,MCX:CRUDEOIL21JUL5600CE,11,20,229409,CRUDEOIL
